premise,hypothesis,label,premise_en,hypothesis_en,source
في هذا الهجين ، يعيّن المدير التنفيذي السيطرة المركزية على رئيس قسم المعلومات المؤسسية ودعم منظمة CIO ، في حين يفوض سلطة محددة لكل وحدة عمل لإدارة متطلباتها الفريدة لإدارة المعلومات.,قد يشترك مشرف الدعم ومدير قسم المعلومات بالشركة في السيطرة على شركة في بعض المؤسسات.,0,"In this hybrid, the CEO assigns central control to a corporate CIO and supporting CIO organization, while delegating specific authority to each business unit for managing its own unique information management requirements.",A supporting CIO and corporate CIO might share control of a company in some organizations.,xnli
لا يوجد حليب تشربه قطة,هرة صغيرة شربت الحليب الطازج,2,There is no milk being drunk by a cat,A kitten is drinking fresh milk,arNLI
آمل أن أعيش حتى عام 2000 للمساعدة في دليل اليديش. أنا على يقين من أن اليديش سيظل موجودًا ، ويظل على قيد الحياة من منتقديه ، كما هو الحال منذ ألف عام.,أنا يوقن اليديشية سيخسر ثقافة لسوء الحظّ كنت بحلول عام 2000.,2,"I hope to live to the year 2000 to help with the Yiddish Guide .  I am sure that Yiddish will still be around, surviving its detractors, as it has for a thousand years.",I'm sure the Yiddish culture will unfortunately be lost by the year 2000.,xnli
نعبر بوابة دخولنا إلى المستقبل التكنولوجي.,نريد منع التكنولوجيا من النجاح.,2,We gate our entry into the technological future.,We want to prevent technology from succeeding.,xnli
إن التأثير الأكثر إثارة للانتباه في نظرية الـ CMP هو أن الاهتمام بالموقف النسبي يتلاشى في المجتمعات التي يتم فيها تخصيص الزملاء بآليات أخرى غير الثروة.,نظرية CMP تدور حول الطائرات الورقية.,2,The most striking implication of the CMP theory is that the concern for relative position vanishes in societies where mates are allocated by mechanisms other than wealth.,The CMP theory is about kites.,xnli
رجل يشطف قطعة كبيرة من اللحم,رجل يشطف شريحة لحم كبيرة,0,A man is rinsing a large piece of meat,A man is rinsing a large steak,arNLI
امرأة تحمل كنغرًا صغيرًا بين ذراعيها,المرأة تلتقط طفلاً كنغرًا وتحمله,0,A woman is picking up and holding a baby kangaroo in her arms,The woman is picking up and holding a baby kangaroo,arNLI
رجل يقف أعلى صخرة فوق بعض الأشجار بوضع غير مريح, مسافر يرقص على قمة الجبل,1,A man is on a rock high above some trees and is standing in an uncomfortable position,A hiker is on top of the mountain and is dancing,arNLI
راكب دراجة يقفز على منحدر على شكل هرم,لا يوجد راكب دراجة يقفز على منحدر على شكل هرم,2,A bicyclist is jumping on a pyramid-shaped ramp,There is no bicyclist jumping on a pyramid-shaped ramp,arNLI
امرأةتقطع البطاطا إلى شرائح ,لم تقطع المرأة البطاطا,2,A woman is slicing a potato,There is no woman slicing a potato,arNLI
لوصول الرئيس والمرافقين، شاهد جولز ناوديت وجديون ناوديت، تصوير الفيديو، 11 سبتمبر 2001؛ مقابلة FDNY 3، الرئيس (يناير.,وصل الرئيس إلى الموقع.,0,"For the chief 's and companies' arrival, see Jules Naudet and Gedeon Naudet, video footage, Sept. 11, 2001; FDNY interview 4, Chief (Jan.",The chief arrived at the site.,xnli
على الشركة أن تبقى مستعدة لإعادة الهيكلة من أجل سد المتطلبات المتغيرة لمجال الأعمال.,تنوي الشركة تغيير هيكلها.,0,The company remains prepared to restructure to meet ever-changing business requirements.,The company is willing to change its structure.,xnli
ليس هناك امرأة وضع أسياخ على الرف,امرأة كسرت البيض في وعاء,1,There is no woman placing skewers onto a rack,A woman is cracking eggs into a bowl,arNLI
رجل يرتدي ملابس مغطاة بالطلاء ويجلس بالخارج في منطقة مزدحمة يكتب شيئًا,الرجل الجالس مشغول بكتابة شيء ما في منطقة مغطاة بالطلاء,1,A man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something,A sitting man is busy writing something in an area covered by paint,arNLI
شخص ما قطع بصلة,الشخص قطع  بعض الزنجبيل,1,A person is slicing an onion,A person is cutting some ginger,arNLI
أصغ للرجل! قال مستهزءًا.,لم يسخروا أبداً بالرجل المهذب من قبل.,2,Hark to the gentleman!  he mocked.,The gentleman was never mocked before.,xnli
الرجل يضع الجيتار في علبة الجيتار,يقف رجل يرتدي بدلة أرجوانية بجانب علبة أرجوانية ويعزف على الجيتار,1,The man is putting away the guitar in the guitar case,A man in a purple suit is standing by a purple case and is playing a guitar,arNLI
لاعب كرة القدم يركل الكرة بين ساقيه شخص ما,ليس هناك شخص ركل كرة القدم بين قدميه لشخص ما,2,The soccer player is kicking the ball between somebody's legs,There is no person kicking a soccer ball between somebody's feet,arNLI
عند أعلى الدرج، توقف أوجل بسبب الدم الذي واجهه، وعلت وجهه صرامة مفاجئة وقد تخللت تلك الصرامة كل عروقه.,كان بلدي غاضبًا لأنه لم يكن لديه أي شيء يأكله.,1,"At the head of the companion, Ogle found his progress barred by Blood, who confronted him, a sudden sternness in his face and in every line of him.",Blood was grumpy because he hadn't had anything to eat.,xnli
شخص يرتدي زي موتوكروس يرتدي خوذة ويركب دراجة نارية حمراء,متسابق يرتدي كامل العتاد يرتدي خوذة عليها شعارات الراعي ويركب دراجة نارية رياضية حمراء,1,A person in a motocross uniform is wearing a helmet and rides a red motorcycle,A racer in full gear is wearing a helmet with sponsor logos and is riding a red sport motorcycle,arNLI
وكان من أحد واجباتي تدريب الأفراد على كيقية وضع المظلات على مشغل الأسلحة النووية التي تفجر القنبلة الزرية نفسها .,أنت فقط بحاجة إلى القليل من القوة لسحب زناد القنبلة الذرية.,1,"And, uh, one of my jobs at the time was training individuals how to put parachutes on a nuclear weapons trigger to, uh, which detonates the atomic bomb itself.",You only need a tiny bit of force to pull the atomic bomb trigger.,xnli
صبي صغير يركب دراجة ترابية عبر الوحل,يركب الصبي دراجة ترابية عبر الوحل,0,A young boy is riding a dirt bike through the mud,The young boy is riding a dirt bike through the mud,arNLI
شخص  يقطع البصل,شخص  يقطع البصل الأحمر,0,A person is chopping an onion,A person is chopping a red onion,arNLI
كلب أبيض وأسود يحمل عصا ضخمة على العشب الأخضر,كلب أبيض وأسود يحمل عصا صغيرة على العشب الأخضر,1,A black and white dog is carrying a huge stick on the green grass,A black and white dog is carrying a small stick on the green grass,arNLI
الحيوان ذو العيون الكبيرة يأكل,الحيوان ذو العيون الكبيرة يأكل بنهم,0,The animal with big eyes is eating,The animal with big eyes is voraciously eating,arNLI
